Link,Company,About,Description,Employees,Homepage,Crunchbase,LinkedIn,Facebook,Twitter
https://climatescape.org//organizations/energyrm,EnergyRM,EnergyRM delivers energy analytics and energy efficiency metering for commerical buildings,Нет данных,"Portland,",https://en-rm.com/,https://www.crunchbase.com/organization/energyrm,https://www.linkedin.com/company/energyrm,Нет данных,Нет данных
https://climatescape.org//organizations/energysage,EnergySage,"EnergySage is the leading online marketplace for energy systems, including rooftop solar, community solar, storage, heat pumps, etc.  ",Нет данных,"Boston,",https://www.energysage.com/,https://www.crunchbase.com/organization/energysage,http://www.linkedin.com/company/energysage,http://www.facebook.com/EnergySage,http://twitter.com/energysage
https://climatescape.org//organizations/enervee,Enervee,Nudging the world to shop efficient. Our Choice Engines help millions of utility customers choose the right thing.,"The world's first energy efficiency commerce platform. Enervee connects retailers, manufacturers, governments and utilities through an integrated product recommendation platform that is distributed via online, in-store, mobile and social channels. The Enervee® Score provides a universal way of comparing a product’s energy efficiency, based on industry standards, against all models available on the market. Through its global data platform, Enervee provides the most up-to-date information to help inform energy-smart decisions.",51-200,https://enervee.com/,https://www.crunchbase.com/organization/enervee,http://www.linkedin.com/company/enervee,http://www.facebook.com/enervee,https://twitter.com/enerveescore
https://climatescape.org//organizations/enevo,Enevo,"Enevo is a forward-thinking company with a vision to transform the financial, environmental and social impact of waste.",Нет данных,Recycling,https://www.enevo.com/,https://www.crunchbase.com/organization/enevo,https://www.linkedin.com/company/enevo-inc-/,http://www.facebook.com/enevoinc,http://twitter.com/enevo
https://climatescape.org//organizations/engie-storage,ENGIE Storage,"ENGIE Storage Services NA is an energy producers, distributors, and consumers for business in Santa Clara.",Нет данных,Santa,http://www.engiestorage.com/,https://www.crunchbase.com/organization/engie-storage-services-na,https://www.linkedin.com/company/engiestorage/?originalSubdomain=in,https://www.facebook.com/engieresources/,https://twitter.com/engiestorage
https://climatescape.org//organizations/enginzyme,EnginZyme," Our cell-free synbio platform uses the power of biology, while at the same time reaching the efficiencies of the chemical industry","EnginZyme’s mission is to make biocatalysis the first choice for chemical process designers worldwide.

Biocatalysis offers a sustainable alternative to chemical catalysis in industry. Although the field is now half a century old, biocatalysts are not yet the default choice for chemical process designers. EnginZyme was founded by a group of experienced Swedish scientists and entrepreneurs who believe that it is time for this to change. By creating products for easy and cost efficient implementation of biocatalytic processes, we help the chemical industry transition to a sustainable way of operating.",1-10,http://enginzyme.com/,https://www.crunchbase.com/organization/enginzyme,https://www.linkedin.com/company/enginzyme/,Нет данных,Нет данных
https://climatescape.org//organizations/enlighted,Enlighted,Enlighted is an IoT platform for commercial real estate.,Нет данных,"Sunnyvale,",http://www.enlightedinc.com,https://www.crunchbase.com/organization/enlighted,http://www.linkedin.com/company/enlighted-inc,http://www.facebook.com/Enlighted-Inc/335506113140788,http://twitter.com/enlightedinc
https://climatescape.org//organizations/enobraq-france,"EnobraQ, France",EnobraQ is a Toulouse-based biotechnology company.,Нет данных,LinkedIn,https://enobraq.fr/,https://www.crunchbase.com/organization/enobraq,https://www.linkedin.com/company/enobraq/,Нет данных,Нет данных
https://climatescape.org//organizations/enosi-australia,Enosi Australia,Enosi is a community energy platform.,"Developer of energy trading platform designed to enable prosumer bi-directional trading future. The company's blockchain-enabled platform helps in generating, storing and controlling electricity usage by providing community members to trade energy at an agreed price between themselves irrespective of the grid being located elsewhere, enabling energy market participants to minimize the cost of power and maximize transparency and choices.",11-50,http://www.enosi.io,https://www.crunchbase.com/organization/enosi,https://www.linkedin.com/company/enosienergy/,https://www.facebook.com/enosi.energy/,https://twitter.com/enosi_io
https://climatescape.org//organizations/envision-solar,Envision Solar,Drive on Sunshine - www.EnvisionSolar.com,"Envision Solar a manufacturer of solar installations for parking facilities, produces clean energy and improves aesthetics of parking lots.",11-50,http://envisionsolar.com,https://www.crunchbase.com/organization/envision-solar,https://www.linkedin.com/company/envision-solar/,http://www.facebook.com/pages/Envision-Solar/57634064026,https://twitter.com/EnvisionSolar
https://climatescape.org//organizations/envizi,Envizi,Data and analytics software to optimize buildings and businesses.,"Developer of a software platform designed to provide data management and bill calculation. The company's platform provide sustainability reporting, utility expense management, energy optimization and asset performance management.",51-200,http://www.envizi.com,https://www.crunchbase.com/organization/envizi,https://www.linkedin.com/company/envizi/,Нет данных,https://twitter.com/Envizi
https://climatescape.org//organizations/envoy,Envoy,Envoy provides electric vehicle (EV) carsharing as an amenity within communities.,Нет данных,Culver,https://www.envoythere.com/,https://www.crunchbase.com/organization/envoy-there,https://www.linkedin.com/company-beta/17905019/,https://www.facebook.com/envoythere,https://twitter.com/envoythere/
https://climatescape.org//organizations/epic-minusnetwork,EPIC-Network,"A space for the network members and their alumni-community, faculty, students-to connect.",The EPIC-Network (EPIC-N) connects communities with the human capital of universities to improve the quality of life and social wealth for all involved. EPIC-N is the nonprofit association of institutions that adopt the award-winning EPIC model for university-community partnership. ,1-10,http://epicn.org,https://www.linkedin.com/company/epicn/,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/equinor,Equinor,Shaping the future of energy,"We’re Equinor, an energy company with a proud history (formerly Statoil).
HQ in Norway and present in 30+ countries. Follow us for news & updates in
English.",10001+,http://equinor.com,https://www.crunchbase.com/organization/statoil,https://www.linkedin.com/company/equinor/,https://www.facebook.com/Equinor/,https://twitter.com/Equinor
https://climatescape.org//organizations/esoko,Esoko,Empowering organizations with innovative technology and services to improve how market value chains work,"""Powering organizations that service hard-to-reach communities & farmers.
Web & mobile-based tools & value added services. ""        #agtech        #ICT4D        #datacollection",51-200,http://esoko.com,https://www.crunchbase.com/organization/esoko,https://www.linkedin.com/company/esoko,https://www.facebook.com/EsokoNews,https://twitter.com/Esoko
https://climatescape.org//organizations/ess,ESS,Safe and sustainable long-duration energy storage,"ESS Inc. is a leading provider of long-duration (4+ hours) energy storage solutions ideally suited for C&I, utility, microgrid and off-grid applications. Our iron flow battery, the Energy Warehouse (EW), is capable of up to 8 continuous hours of energy delivery with a 20+ year operating life and no capacity degradation. Composed of earth-abundant iron, salt and water for its electrolyte, the EW is a safe, long-lasting solution with the lowest levelized cost of storage (LCOS) per kWh",51-200,https://www.essinc.com/,https://www.crunchbase.com/organization/energy-storage-systems,https://www.linkedin.com/company/energy-storage-systems/,https://www.facebook.com/energystoragesystemsinc,https://twitter.com/ESS_info
https://climatescape.org//organizations/etogas-gmbh,ETOGAS GmbH,"The ETOGAS GmbH (formerly SolarFuel GmbH) develops, manufactures and sells systems for the conversion of excess green electricity into",Нет данных,"Stuttgart,",http://www.etogas.com,https://www.crunchbase.com/organization/etogas,http://www.facebook.com/pages/Etogas/361511137286482,Нет данных,Нет данных
https://climatescape.org//organizations/etwater-systems,ETwater Systems,"ETwater is a complete, cloud-based smart irrigation and sprinkler system that does intelligent, automated outdoor watering.",Нет данных,"Novato,",http://www.etwater.com,https://www.crunchbase.com/organization/et-water,http://www.linkedin.com/company/etwater,http://www.facebook.com/pages/ETwater/126725170809306,http://twitter.com/ETwater
https://climatescape.org//organizations/eu-korea-climate-action,EU Korea Climate Action,Join! Share! Accelerate!,"The overall objective of the project is to contribute enhancing climate action and transition to a low carbon resilient economy in Korea and the European Union. The project purposes are (1) to establish between EU-KOR non-state actors networking, dialogue and exchange in the climate change and low carbon development fields and (2) to facilitate establishing EU-KOR stakeholder cooperation in climate actions.",1-10,https://www.climateaction-korea.eu/,https://www.linkedin.com/company/eu-korea-climate-action/,https://twitter.com/EUKoreaClimate,Нет данных,https://www.facebook.com/EU-Korea-Climate-Action-354967742017860/
https://climatescape.org//organizations/european-cyclists-federation,European Cyclists' Federation,The European Cyclists'​ Federation is the umbrella federation of national cycling organizations across Europe.,"Since our foundation in 1983, ECF has had one goal: To promote cycling as a sustainable and healthy means of transportation and recreation. Our roots are in Europe, but the challenges we face are global. We believe the bicycle is a solution to many of the world’s woes. We therefore have an ambition to export both ours and our members’ expertise worldwide.",11-50,https://ecf.com/,https://www.linkedin.com/company/european-cyclists'-federation/,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/evans-electric,Evans Electric,Full Stack EV Powertrain Developer - Hardware + Software,Developer of an induction motor technology system. The company develops an induction motor technology system that is capable of producing more higher specific power per kilogram than conventional radial flux motors.,Private,http://www.evans-electric.com.au,https://www.crunchbase.com/organization/evans-electric,https://twitter.com/tsport100,Нет данных,Нет данных
https://climatescape.org//organizations/evbox,EVBox,EVBox is a leading global manufacturer of electric vehicle charging stations and charging management software. ,Нет данных,The,https://evbox.com/,https://www.crunchbase.com/organization/ev-box,https://www.linkedin.com/company/evbox,https://www.facebook.com/evboxbv,https://www.twitter.com/evbox
https://climatescape.org//organizations/evee,Evee,Electric car sharing,EV car sharing,1-10,https://evee.com.au/,https://www.crunchbase.com/organization/evee,https://www.linkedin.com/company/evee/,https://www.facebook.com/eveecars/,https://twitter.com/eveecars/
https://climatescape.org//organizations/evercharge,Evercharge,Evercharge provides electric vehicle charging services to EV owners in multi-unit residences.,EverCharge makes a smart EV charging system specifically designed for apartments and condominiums.,1-10,https://evercharge.net/,https://www.crunchbase.com/organization/evercharge,https://www.linkedin.com/company/evercharge-inc-,http://www.facebook.com/evevercharge,https://twitter.com/evercharge
https://climatescape.org//organizations/everflux-technologies,Everflux Technologies,"Everflux develops technologies that promote cradle-to-cradle resource recycling, regenerative farming and landscaping",Нет данных,"Oakland,",http://www.everflux.tech,https://www.crunchbase.com/organization/everflux-technologies,https://www.linkedin.com/company/everflux-technologies/,https://www.facebook.com/everfluxtechnologies/,https://twitter.com/EverfluxTech
https://climatescape.org//organizations/evergen,Evergen,Evergen is a new energy services company that sells and manages intelligent home energy systems,"Provider of a home energy system designed to provide solar and battery management system for households. The company's home energy system combines solar energy and batteries with smart technology lowering cost of energy, enabling Australian users to use clean and renewable power.",11-50,http://www.evergen.com.au,https://www.crunchbase.com/organization/evergen,https://www.linkedin.com/company/evergen/,Нет данных,https://twitter.com/EvergenEnergy
https://climatescape.org//organizations/everty,Everty,"Everty provides vehicle charging station management services for residential, business and public locations.",Charging Station Management System Software,1-10,http://www.everty.com.au,https://www.crunchbase.com/organization/everty,https://www.linkedin.com/company/everty/,https://www.facebook.com/EvertyAU,https://twitter.com/EvertyAU
https://climatescape.org//organizations/every-mother-counts,Every Mother Counts,Every Mother Counts Is A Non-Profit Organization Dedicated To Making Pregnancy And Childbirth Safe For Every Mother.,"""We're a non-profit organization dedicated to making pregnancy & childbirth
safe for every mother. Follow ""        @RunTeamEMC         for running updates.",New,http://everymothercounts.org,https://www.crunchbase.com/organization/every-mother-counts,https://twitter.com/everymomcounts,Нет данных,https://www.facebook.com/everymothercounts
https://climatescape.org//organizations/evezy,Evezy,The all-inclusive electric vehicle subscription solution,"Evezy is an electric car subscription service that is more flexible than leasing. EVs available with insurance, charging & maintenance. ",11-50,https://www.evezy.co.uk,https://www.linkedin.com/company/evezy/,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/evgo,EVgo,EVgo is the nation’s largest public EV fast charging network. Charge faster & drive farther – up to 90 miles in 30 min!,EVgo is America’s Largest Public Electric Vehicle (EV) Fast Charging Network.,51-200,https://www.evgo.com,https://www.crunchbase.com/organization/nrg-evgo,https://www.linkedin.com/company/evgo,https://www.facebook.com/evgonetwork,https://twitter.com/evgonetwork
https://climatescape.org//organizations/eviation,Eviation,"Our goal is to pioneer accessible, sustainable air travel that can power the future of regional transit.","With the goal of changing the way people move regionally, we are pioneering the industry’s first all-electric aircraft. ",11-50,https://www.eviation.co/,https://www.crunchbase.com/organization/eviation-aircraft,https://www.linkedin.com/company/eviation-aircraft-ltd/,Нет данных,https://twitter.com/EviationAero
https://climatescape.org//organizations/evie,Evie,Ultra Fast Electric Car Charging Stations," EV charging network across the cities, towns and highways of Australia",11-50,http://goevie.com.au/,https://www.crunchbase.com/organization/evie-networks,https://www.linkedin.com/company/evie-networks/?originalSubdomain=au,Нет данных,https://twitter.com/EvieNetworks
https://climatescape.org//organizations/evolte,Evolte,Evolte is a technology company on a mission to accelerate sustainable transport adoption.,InVehicle Entertainment and EV Charge Station Advertisement,Private,https://evolte.co/,https://www.crunchbase.com/organization/evolte,https://www.linkedin.com/company/evolte,Нет данных,https://www.facebook.com/pg/evolte.co
https://climatescape.org//organizations/ewind-solutions,eWind Solutions,,"eWind Solutions is working to do our part in transitioning away from fossil
fuel energy sources and developing a technology that is healthy for our
world!",Wind,https://ewindsolutions.com,https://twitter.com/ewindsolutions,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/exergyn,Exergyn,Waste heat recovery and conversion to power - greentech/industri al power sectors.,"Exergyn has developed an engine that runs on wasted hot water (c.90°C). We
aim to be the first commercial solution that converts waste hot water to
power.",11-50,http://exergyn.com,https://www.crunchbase.com/organization/exergyn,https://www.linkedin.com/company/exergyn,http://www.facebook.com/pages/Exergyn/194081064103994,https://twitter.com/exergyn
https://climatescape.org//organizations/explorerland,explorer.land,Explorer Land is an interactive map-based online platform for the presentation of sustainable landscape projects.,Нет данных,Private,https://explorer.land/x/projects,https://twitter.com/ExplorerLand,https://www.facebook.com/explorer.land/,Нет данных,Нет данных
https://climatescape.org//organizations/extinction-rebellion,Extinction Rebellion,Extinction Rebellion is an international movement that uses non-violent civil disobedience in an attempt to halt mass extinction and minimise the risk of social collapse.,"Extinction Rebellion (XR) is an activist-led global network of non-violent civil disobedience, creativity and regenerative culture, operating to address the climate and ecological emergency. Through our innovative, groundbreaking climate activism, we aim to awaken society to the scale of the emergency and demand governments and other institutions take the bold action necessary to avert it.",51-200,https://rebellion.earth/,https://www.linkedin.com/company/extinction-rebellion/,https://twitter.com/ExtinctionR,Нет данных,Нет данных
https://climatescape.org//organizations/fairmondo-uk,Fairmondo UK,,"Fairmondo UK is the UK’s first co-operatively owned online marketplace. Our aim is simple: to make it easy to find the ethical online from an ethical business. Aggregating ethical sellers and goods in one marketplace and creating a brand that becomes synonymous with the best in this sector. We are a part of a global movement of co-operative businesses (starting with fairmondo.de, Germany 2012) connecting the local and working to create a new kind of transparent, democratic, open & participatory Internet.

Fairmondo UK is the trading name of Worth Cooperating Ltd, a workers co-operative. We describe ourselves as a bunch of citizen activists who asked ‘why isn’t there a co-operative version of Amazon or eBay?’. Collectively we have a set of social media marketing, networking, coding, project management, management and people skills. Rather deficient in everything but prepared to have a go.
",Consumer,https://www.fairmondo.uk/,Нет данных,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/faraday,Faraday,"Faraday Bicycles specializes in the fields of bicycles, electric bicycles, consumer products, electric vehicles, health and wellness.",Нет данных,San,https://www.faradaybikes.com,https://www.crunchbase.com/organization/faraday-bicycles,https://www.linkedin.com/company/faraday-bicycles,http://www.facebook.com/pages/Faraday-Bikes/178898268877976,http://twitter.com/faradaybikes
https://climatescape.org//organizations/farm-dog,Farm Dog,"To help growers increase yields, reduce pesticide costs, and continue to be good environmental stewards","Farm Dog’s mission is to help growers increase yields, reduce pesticide costs, and continue to be good environmental stewards.",1-10,https://farmdog.ag/,https://www.crunchbase.com/organization/farm-dog,https://www.linkedin.com/company/farm-dog/,https://facebook.com/farmdogag,https://twitter.com/farmdogag
https://climatescape.org//organizations/farm-hill,Farm Hill,Farm Hill provides a fresh and healthy meal delivery service.,Нет данных,Redwood,https://www.farmhill.com/,https://www.crunchbase.com/organization/farm-hill,https://www.linkedin.com/company/farm-hill,https://www.facebook.com/farmhill,https://twitter.com/farmhillfoods
https://climatescape.org//organizations/farm-one,Farm One,Farm.One is a high-tech vertical farm that provides rare and heirloom varieties of herbs and microgreens.,The NYC Farm for Chefs,11-50,http://farm.one,https://www.crunchbase.com/organization/farm-one,https://www.linkedin.com/company/7323281,https://www.facebook.com/FarmDotOne/,https://twitter.com/FarmDotOne
https://climatescape.org//organizations/farmlogs,Farmlogs,FarmLogs' platform exposes critical operational data insights to more than 1 in 3 US row crop farmers.,Нет данных,Ann,https://farmlogs.com/,https://www.crunchbase.com/organization/farmlogs,http://www.linkedin.com/company/farmlogs,http://www.facebook.com/FarmLogs,http://twitter.com/farmlogs
https://climatescape.org//organizations/fast-cities,Fast Cities,,"Developer of an ultrafast electric vehicle charging network designed to help in adoption of clean and efficient transportation in Australia. The company's network is built on highways, in cities and in every town to facilitate the use of electric vehicles, car sharing and autonomous vehicles, enabling users to avail benefits in terms of productivity, jobs, balance of trade, energy security, health and emissions.",Private,http://www.fastcities.com.au,Нет данных,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/fathopes-energy,Fathopes Energy,South East Asia's most sophisticated waste & residue biofuel feedstock aggregators and supplier,"FatHopes Energy is focused in the area of developing sustainable fat, oil and grease solutions for the purpose of advanced biofuel production since year 2010.

We have managed to forge ourselves as a market leader in this area of business due to our continuous innovation and identification of waste and residue feed stocks for the biofuel industry. We work closely with certification bodies and understand how and what materials are acceptable and the process in justifying more waste and residue acceptance 

We are bulk suppliers of waste and residue feedstock to large oil and gas companies by way of vessel export on a monthly basis. We have supplied regularly to several traditional biodiesel plant as well as new generation HVO plants, allowing us the most experience with multiple end users .",201-500,http://fathopesenergy.com/,https://www.crunchbase.com/organization/fathopes-energy,https://www.linkedin.com/company/13577042/,Нет данных,https://www.facebook.com/FatHopesEnergy/
https://climatescape.org//organizations/feasible,Feasible,Ultrasound & Machine Learning for Battery Inspection & Metrology,"Feasible's EchoStat™ uses ultrasound and machine learning to rapidly and non-invasively deliver actionable information throughout the entire battery value chain. Our patented process-control and process-enabling solutions are designed to help our customers achieve best-in-class battery performance, reliability, and safety while reducing overall battery costs.",Private,https://www.feasible.io/,https://www.crunchbase.com/organization/feasible,https://www.linkedin.com/company/feasible-inc/,https://www.facebook.com/seebatteriesdifferently/,https://twitter.com/feasibleio
https://climatescape.org//organizations/fervo-energy,Fervo Energy,Fervo Energy is a next-generation geothermal developer generating clean power in new places.,We use proprietary technology to develop and operate flexible geothermal assets to help make a 100% clean energy future a reality.,1-10,https://fervoenergy.com,https://www.crunchbase.com/organization/fervo-energy,https://www.linkedin.com/company/fervo-energy/,Нет данных,https://twitter.com/fervoenergy
https://climatescape.org//organizations/fimer,FIMER,FIMER welders are universally recognised for their high quality.,Нет данных,"Monza,",https://www.fimer.com/en/,https://www.crunchbase.com/organization/fimer,https://www.linkedin.com/company/fimer-spa,Нет данных,https://www.facebook.com/FimerSpa-404512336286385/
https://climatescape.org//organizations/finless-foods,Finless Foods,Finless Foods is an early-stage biotechnology company that is making fish meat out of stem cells.,"Finless Foods is a food startup working toward a world where everyone has access to healthy, delectable seafood, without the environmental devastation or the health hazards of traditional fishing and aquatic farming. They use cutting-edge cellular-agriculture technologies to grow marine-animal cells, creating fish and seafood products enjoyed around the world. This means the world can enjoy fresh, sustainable seafood at affordable prices, without catching or farming the species on which they’re based.",1-10,https://finlessfoods.com,https://www.crunchbase.com/organization/finless-foods,https://www.linkedin.com/company/finlessfoods/,https://www.facebook.com/finlessfoods,https://twitter.com/FinlessFoods
https://climatescape.org//organizations/first-light-fusion,First Light Fusion,Powering a world worth inheriting,Нет данных,11-50,http://firstlightfusion.com,https://www.crunchbase.com/organization/first-light-fusion,https://www.linkedin.com/company/first-light-fusion/,Нет данных,https://twitter.com/FLFusion
https://climatescape.org//organizations/flair-systems,Flair Systems,Next Degree smart climate control for every room in your home.,"Flair is reimagining climate control for uncompromised comfort, efficiency, and the energy transformation. Flair provides industry leading hardware and software electrification technologies for residential HVAC systems.",1-10,https://flair.co/,https://www.crunchbase.com/organization/flair-3,https://www.linkedin.com/company/flair-vents/,https://www.facebook.com/flair.co,https://twitter.com/flair
https://climatescape.org//organizations/flashfood,Flashfood,Save money while reducing food waste,"Allows shoppers to receive major discounts on food items nearing their best before date, resulting in money saved and food waste reduced! Start browsing deals of up to 50% off, immediately on the Flashfood App. Purchase items from your local grocery store at steep discounts right from your phone. Head to the store to grab your food items from the Flashfood zone.  Check-out at the customer service desk on your way out. Enjoy good food, a great deal and the good deed - you just saved some food from a landfill!",11-50,https://www.flashfood.com/,https://www.crunchbase.com/organization/flashfood-2,https://www.linkedin.com/company-beta/10864261/?lipi=urn%3Ali%3Apage%3Ad_flagship3_profile_view_base%3B%2BQMjxo41Spi64sMt6o84zg%3D%3D&licu=urn%3Ali%3Acontrol%3Ad_flagship3_profile_view_base-background_details_company,https://www.facebook.com/pg/Flashfoodinc/about/?ref=page_internal,https://twitter.com/flashfoodinc
https://climatescape.org//organizations/flexegraph,Flexegraph,Revolutionary Material for Enhanced Thermal Management,Graphene for automotive and energy improvements,1-10,http://www.flexegraph.com,https://www.linkedin.com/company/flexegraph/,https://twitter.com/flexegraph,Нет данных,Нет данных
https://climatescape.org//organizations/flexidao,FlexiDAO,FlexiDAO specializes in developing software for the energy sector.,Нет данных,"Barcelona,",https://www.flexidao.com/,https://www.crunchbase.com/organization/flexidao,https://www.linkedin.com/company/flexidao/,Нет данных,https://twitter.com/flexidao
https://climatescape.org//organizations/flixbus,Flixbus,Smart and green mobility for everyone to experience the world.,"""FlixBus is the leading long-distance mobility provider in Europe, providing
smart and ""        #greenmobility         for everyone. ",1001-5000,https://www.flixbus.com/,https://www.crunchbase.com/organization/flixbus,https://www.linkedin.com/company/flixbus,https://www.facebook.com/FlixBus,https://twitter.com/FlixBus
https://climatescape.org//organizations/flow-through-solutions,Flow Through Solutions,"Beedie School of Business at Simon Fraser University is a business school, its history is characterized by the development of new programs.",Нет данных,"Vancouver,",http://beedie.sfu.ca/ideas/2017/10/wearable-tech-and-carbon-capture-companies-win-sfu-science-and-tech-start-up-competition/,https://www.crunchbase.com/organization/beedie-school-of-business-at-simon-fraser-university,https://www.twitter.com/sfu,Нет данных,https://www.facebook.com/simonfraseruniversity
https://climatescape.org//organizations/folsom-labs,Folsom Labs,The new standard in solar design software,Нет данных,San,https://www.folsomlabs.com/,https://www.crunchbase.com/organization/folsom-labs,https://twitter.com/FolsomLabs,Нет данных,https://www.facebook.com/FolsomLabs
https://climatescape.org//organizations/foodcloud,Foodcloud,We are a social enterprise matching businesses with surplus food to local charities and community groups. ,Connecting surplus food from supermarkets to charities who need it,51-200,https://food.cloud/,https://www.crunchbase.com/organization/foodcloud,https://www.linkedin.com/company/foodcloud/,http://www.facebook.com/foodcloudireland,https://twitter.com/FoodCloud
https://climatescape.org//organizations/foodsteps,Foodsteps,Environmental impact assessments and carbon footprint labelling for food.,"At Foodsteps, our mission is to pave the way to climate-smart eating. By enabling food businesses to track their environmental impacts, Foodsteps helps to facilitate the much-needed transition to sustainable food systems. Not only does this transform the environmental outlook of food providers, but it also empowers their consumers to make the sustainable choice.  ",1-10,https://www.foodsteps.org.uk/,https://www.linkedin.com/company/foodsteps-sustainability,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/forerunner,Forerunner,Our software helps government agencies manage floodplain compliance and better understand their risk.,"We're engineers, designers and planners concerned with the changes occurring in our climate. We are working to make sure communities are prepared to deal with the far-reaching impacts.

We built Forerunner on the belief that preparation is a necessity, not a luxury, and communities deserve access to powerful tools that help them plan for the future.

We set out to build modern, easy-to-use risk mitigation tools, and our team is hard at work bringing that vision to life today.",1-10,https://www.withforerunner.com/,https://www.crunchbase.com/organization/forerunner-0de4,https://www.linkedin.com/company/with-forerunner/,https://www.facebook.com/Forerunner-2164446263819183/,https://twitter.com/withforerunner
https://climatescape.org//organizations/form-based-codes-institute,Form Based Codes Institute,A professional organization dedicated to advancing the understanding and use of form-based codes,"The Form-Based Codes Institute (FBCI) is a program of Smart Growth America.

FBCI Mission
To advance the knowledge and use of, and develop standards for, Form-Based Codes as a method to achieve a community vision based on time-tested forms of urbanism","Washington,",https://formbasedcodes.org/,http://www.twitter.com/FormBasedCodes,Нет данных,Нет данных,Нет данных
https://climatescape.org//organizations/forum-for-the-future,Forum for the Future,"Leading international NGO working with business, government & civil society to solve complex sustainability challenges","We are a leading international non-profit working with business, government and civil society to solve complex sustainability challenges.",51-200,https://www.forumforthefuture.org/,https://www.crunchbase.com/organization/forum-for-the-future,https://www.linkedin.com/company/forum-for-the-future_2/,https://www.facebook.com/forumforthefuture,https://twitter.com/Forum4theFuture
https://climatescape.org//organizations/foundation-for-climate-restoration,Foundation for Climate Restoration,The Foundation for Climate Restoration is building a movement to reduce CO2 in the atmosphere to its level before the beginning of the Industrial Revolution.,"The Foundation for Climate Restoration works with technology entrepreneurs, investors, companies, scientists, faith leaders, governments, NGOs and citizens globally to advance the use of commercially-viable carbon removal technologies. Together, we can change the trajectory of climate change and ensure a habitable planet.",1-10,http://www.f4cr.org,https://www.linkedin.com/company/foundation-for-climate-restoration/,https://twitter.com/F4CR2050,Нет данных,Нет данных
https://climatescape.org//organizations/fourth-partner-energy,Fourth Partner Energy,Partnering for Sustainable Change,"We provide turnkey Distributed Solar Energy Solutions for customers across
India.",201-500,http://fourthpartner.co,https://www.crunchbase.com/organization/fourth-partner-energy,https://www.linkedin.com/company/fourth-partner-energy-private-limited/,https://www.facebook.com/FourthPartnerEnergy?fref=ts,https://twitter.com/4pel_energy
https://climatescape.org//organizations/fox-minustech-co,FOX-TECH Co.,"FOX-TECH CO. provides IoT solution to help business optimize their operations, increase safety and quality through data analytics on the go.","FOX-TECH Co. enables farming, logistics, cold chain, and manufacturing owners to monitor, track, and improve their operation by our data analytics IoT Platform. FOX- TECH combines secure, low power consumption, efficient data structure, and high sensor accuracy devices with its cutting-edge platform to simplify IoT for everyone. FOX-TECH is empowering business owners to have the required temperature and humidity changes alerts when it’s needed, while also providing a global coverage for monitoring.

FOX-TECH’s flagship product (TEMPHAWK) has helped business owners reduce their margin loss across the food supply chain in over 24 countries worldwide in the last 18 months.",11-50,http://www.fox-tech.co/,https://www.crunchbase.com/organization/fox-tech-co,https://www.linkedin.com/company/fox-tech/,Нет данных,Нет данных
https://climatescape.org//organizations/freight-farms,Freight Farms,Freight Farms’ agricultural products and services enable on-site commercial food production anywhere in the world.,"Freight Farms is the world’s leading manufacturer of container farming technology. They create access to food in areas of the world where the climate cannot support traditional farming methods and empower anyone to grow food for their community. The Freight Farms' system brings a high volume of fresh, quality and affordable food within reach of everyone along the food supply chain. By enabling high-yield crop production in any climate, Freight Farms offer an immediate foundation to grow a local food economy and sustainable food system.",11-50,https://www.freightfarms.com,https://www.crunchbase.com/organization/freight-farms,http://www.linkedin.com/company/freight-farms,http://www.facebook.com/freightfarms,http://twitter.com/FreightFarms
https://climatescape.org//organizations/fronius,Fronius,"Fronius designs welding techniques, such as whole arc and resistance spot welding systems.",Нет данных,"Getafe,",https://www.fronius.com/,https://www.crunchbase.com/organization/fronius,https://www.linkedin.com/company/froniusinternational/,Нет данных,https://www.facebook.com/FroniusEspanaSE/
https://climatescape.org//organizations/fuchs-petrolub,Fuchs Petrolub,"FUCHS is a global Group with German roots that develops, produces, and distributes lubricants and related specialties.",Нет данных,"Harvey,",https://www.fuchs.com/group/technology-sustainability/technology/research-initiatives/,https://www.crunchbase.com/organization/fuchs-petrolub,https://www.linkedin.com/company/fuchs-petrolub-se,Нет данных,https://www.facebook.com/fuchsdeutschland
https://climatescape.org//organizations/fuelcell-energy-inc,"FuelCell Energy, Inc.","FuelCell Energy, Inc. (NASDAQ: FCEL) is an integrated fuel cell company that designs, manufactures, installs, services and operates",Нет данных,"Danbury,",http://www.fuelcellenergy.com,https://www.crunchbase.com/organization/fuelcell-energy-inc,http://www.linkedin.com/company/fuelcell-energy,https://www.facebook.com/pages/Fuel-Cell-Energy/161503750546079,https://twitter.com/FuelCell_Energy
